id,year,loan_limit,gender,approv_in_adv,loan_type,loan_purpose,credit_worthiness,open_credit,business_or_commercial,loan_amount,rate_of_interest,interest_rate_spread,upfront_charges,term,neg_ammortization,interest_only,lump_sum_payment,property_value,construction_type,occupancy_type,total_units,income,credit_type,credit_score,co-applicant_credit_type,age,submission_of_application,ltv,region,status,debt_to_income_ratio,ltv_risk_bucket,credit_score_bucket
86433,2019,conforming loan,male,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,406500,3.99,0.3082,2255.0,360.0,no,no,no,518000.0,sb,primary residence,1u,4200.0,experian,807,cib,35-44,to_inst,78.47490347,south,0,46.0,Moderate,Excellent
92886,2019,conforming loan,male,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,86500,4.5,0.8856,3141.5,360.0,no,no,no,208000.0,sb,primary residence,1u,6600.0,cibil,503,cib,35-44,to_inst,41.58653846,north,0,29.0,Low,Poor
142764,2019,conforming loan,sex not available,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,726500,4.625,0.3099,3445.98,360.0,yes,no,no,1258000.0,sb,primary residence,1u,21600.0,experian,744,exp,55-64,not_inst,57.75039746,north,0,27.0,Low,Very Good
61777,2019,conforming loan,male,no pre-approval,personal loan,business purpose,high creditworthy,no open credit,business use,166500,3.99,0.3858,2555.5550000000003,180.0,no,no,no,208000.0,sb,primary residence,1u,4920.0,crif,753,cib,55-64,to_inst,80.04807692,central,1,38.0,High,Excellent
62637,2019,conforming loan,joint,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,316500,4.99,1.4227,6332.19,360.0,no,no,no,418000.0,sb,primary residence,1u,10560.0,experian,793,exp,45-54,to_inst,75.71770335,north,0,38.0,Moderate,Excellent
145824,2019,conforming loan,sex not available,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,486500,3.625,0.027,0.0,360.0,no,no,no,858000.0,sb,primary residence,1u,6960.0,experian,887,exp,35-44,not_inst,56.7016317,north,0,48.0,Low,Excellent
120539,2019,conforming loan,joint,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,296500,3.99,0.3858,2555.5550000000003,360.0,no,no,no,418000.0,sb,primary residence,1u,3600.0,equifax,705,exp,45-54,to_inst,75.11160714,south,1,39.0,Moderate,Very Good
42850,2019,conforming loan,male,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,306500,3.99,0.4628,4257.8,360.0,no,no,no,378000.0,sb,primary residence,1u,6180.0,cibil,788,exp,45-54,to_inst,81.08465608,north,0,40.0,High,Excellent
31682,2019,conforming loan,female,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,416500,3.99,0.444,1868.32,360.0,no,no,no,518000.0,sb,primary residence,1u,6600.0,crif,751,cib,55-64,not_inst,80.40540541,central,0,30.0,High,Excellent
99414,2019,conforming loan,female,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,346500,3.375,0.6488,10331.19,240.0,no,no,no,528000.0,sb,primary residence,1u,9180.0,cibil,700,cib,35-44,to_inst,65.625,central,0,31.0,Moderate,Very Good
53093,2019,conforming loan,female,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,246500,3.99,0.5128,5576.79,360.0,no,no,no,428000.0,sb,primary residence,1u,3120.0,cibil,632,cib,65-74,to_inst,57.59345794,north,0,42.0,Low,Fair
106503,2019,conforming loan,sex not available,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,146500,3.99,0.3858,2555.5550000000003,240.0,no,no,no,308000.0,sb,primary residence,1u,3480.0,crif,822,cib,55-64,to_inst,47.56493506,south,1,30.0,Low,Excellent
173292,2019,conforming loan,male,no pre-approval,commercial loan,home purchase,high creditworthy,no open credit,personal use,276500,3.99,0.3858,2555.5550000000003,360.0,yes,no,no,418000.0,sb,primary residence,1u,4140.0,equifax,583,exp,25-34,not_inst,75.11160714,central,1,39.0,Moderate,Poor
39790,2019,conforming loan,sex not available,pre-approved,personal loan,debt consolidation,high creditworthy,no open credit,business use,416500,3.625,0.6949,6746.03,360.0,no,no,no,488000.0,sb,primary residence,1u,5340.0,cibil,584,exp,45-54,to_inst,85.34836066,south,0,45.0,High,Poor
137042,2019,conforming loan,male,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,286500,4.56,0.4213,1189.8,360.0,no,no,no,358000.0,sb,primary residence,1u,8640.0,crif,871,exp,25-34,not_inst,80.02793296,south,0,48.0,High,Excellent
141882,2019,conforming loan,female,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,366500,3.625,0.0435,5060.0,360.0,no,no,no,708000.0,sb,primary residence,1u,5760.0,cibil,568,cib,45-54,not_inst,51.76553672,north,0,43.0,Low,Poor
37815,2019,conforming loan,male,no pre-approval,personal loan,business purpose,medium creditworthy,no open credit,business use,216500,3.99,0.3858,2555.5550000000003,360.0,no,no,no,418000.0,sb,primary residence,1u,0.0,equifax,550,exp,25-34,to_inst,75.11160714,south,1,39.0,Moderate,Poor
43542,2019,conforming loan,female,pre-approved,personal loan,business purpose,high creditworthy,no open credit,business use,276500,3.25,0.1335,0.0,360.0,no,no,no,418000.0,sb,primary residence,1u,5820.0,crif,681,cib,55-64,not_inst,66.14832536,north,0,39.0,Moderate,Good
76415,2019,conforming loan,male,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,466500,3.875,0.4104,3938.4,360.0,no,no,no,598000.0,sb,primary residence,1u,10860.0,cibil,536,cib,45-54,not_inst,78.01003344,north,0,38.0,Moderate,Poor
89748,2019,conforming loan,sex not available,pre-approved,home loan,home purchase,high creditworthy,no open credit,personal use,296500,4.99,0.5536,5501.88,360.0,no,no,no,318000.0,sb,primary residence,1u,15600.0,experian,896,exp,35-44,to_inst,93.23899371,south,0,12.0,Very High,Excellent
110586,2019,conforming loan,male,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,406500,3.375,0.5578,9359.0,240.0,no,no,no,758000.0,sb,primary residence,1u,9660.0,crif,871,exp,35-44,to_inst,53.62796834,north,0,34.0,Low,Excellent
69289,2019,conforming loan,joint,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,216500,3.99,0.3858,2555.5550000000003,360.0,no,no,yes,418000.0,sb,ir,1u,12360.0,equifax,518,exp,55-64,not_inst,75.11160714,south,1,39.0,Moderate,Poor
137464,2019,conforming loan,male,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,156500,4.375,1.0345,5930.18,324.0,no,no,no,228000.0,sb,primary residence,1u,3060.0,cibil,836,exp,45-54,to_inst,68.64035088,north,0,44.0,Moderate,Excellent
49740,2019,conforming loan,male,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,336500,4.375,0.0267,4470.0,360.0,no,no,no,418000.0,sb,primary residence,1u,4440.0,experian,703,cib,45-54,to_inst,80.50239234,north,0,40.0,High,Very Good
170603,2019,conforming loan,joint,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,256500,4.25,0.3803,6316.3,360.0,no,no,no,378000.0,sb,primary residence,1u,5280.0,cibil,634,exp,55-64,to_inst,67.85714286,north-east,0,39.0,Moderate,Fair
151402,2019,conforming loan,joint,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,206500,4.75,1.1067,1160.0,240.0,yes,no,no,248000.0,sb,primary residence,1u,8520.0,cibil,645,exp,45-54,to_inst,83.26612903,north,0,25.0,High,Fair
103947,2019,conforming loan,male,pre-approved,home loan,business purpose,high creditworthy,no open credit,personal use,56500,4.375,1.6902,2555.5550000000003,180.0,no,no,no,328000.0,sb,primary residence,1u,1680.0,cibil,890,cib,>74,to_inst,17.22560976,north,0,39.0,Low,Excellent
55857,2019,conforming loan,sex not available,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,476500,3.875,0.3917,15848.33,360.0,no,no,no,638000.0,sb,primary residence,3u,6480.0,crif,868,exp,35-44,to_inst,74.68652038,south,0,42.0,Moderate,Excellent
132181,2019,conforming loan,joint,no pre-approval,home loan,home purchase,high creditworthy,no open credit,personal use,416500,4.5,0.1771,5619.99,360.0,no,no,no,548000.0,sb,ir,1u,11340.0,crif,787,exp,55-64,not_inst,76.00364964,north,0,37.0,Moderate,Excellent
71336,2019,conforming loan,joint,pre-approved,personal loan,home purchase,high creditworthy,no open credit,business use,296500,3.99,0.3858,2555.5550000000003,360.0,no,no,no,418000.0,sb,primary residence,1u,4860.0,equifax,683,exp,65-74,to_inst,75.11160714,north,1,39.0,Moderate,Good
97692,2019,conforming loan,sex not available,pre-approved,home loan,debt consolidation,medium creditworthy,open credit line,personal use,226500,6.24,1.632,2555.5550000000003,360.0,no,yes,no,1608000.0,sb,primary residence,1u,41820.0,crif,718,cib,55-64,to_inst,14.0858209,south,0,33.0,Low,Very Good
104613,2019,conforming loan,female,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,326500,3.625,0.002,0.0,360.0,no,no,no,488000.0,sb,primary residence,1u,5460.0,cibil,861,cib,35-44,not_inst,66.9057377,south,0,27.0,Moderate,Excellent
149377,2019,conforming loan,male,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,526500,3.99,0.3858,2555.5550000000003,360.0,no,no,no,548000.0,sb,primary residence,1u,6360.0,cibil,771,cib,35-44,not_inst,96.07664234,north,1,47.0,Very High,Excellent
65127,2019,conforming loan,male,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,206500,4.5,0.9357,6250.0,360.0,no,no,no,298000.0,sb,primary residence,1u,5520.0,crif,574,cib,35-44,to_inst,69.29530201,south,0,35.0,Moderate,Poor
169352,2019,conforming loan,joint,pre-approved,home loan,debt consolidation,high creditworthy,no open credit,personal use,176500,4.99,0.9403,4450.0,360.0,no,no,no,228000.0,sb,primary residence,1u,7380.0,experian,572,exp,45-54,to_inst,77.4122807,south,0,33.0,Moderate,Poor
65001,2019,conforming loan,joint,no pre-approval,home loan,home purchase,high creditworthy,no open credit,personal use,206500,3.99,0.3858,2555.5550000000003,360.0,no,no,no,418000.0,sb,primary residence,1u,3540.0,equifax,691,exp,25-34,to_inst,75.11160714,north,1,39.0,Moderate,Good
99811,2019,non-conforming loan,joint,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,776500,3.99,0.3858,2555.5550000000003,360.0,no,no,no,988000.0,sb,primary residence,1u,16560.0,crif,699,exp,>74,to_inst,78.59311741,north,1,30.0,Moderate,Good
33809,2019,conforming loan,sex not available,no pre-approval,commercial loan,business purpose,high creditworthy,no open credit,personal use,326500,3.375,-0.3684,406.29,360.0,no,no,no,318000.0,sb,primary residence,1u,5820.0,experian,556,cib,45-54,to_inst,102.672956,south,0,39.0,Very High,Poor
35241,2019,conforming loan,joint,no pre-approval,home loan,business purpose,medium creditworthy,no open credit,personal use,366500,3.99,0.3858,2555.5550000000003,180.0,no,no,no,418000.0,sb,primary residence,1u,8940.0,equifax,586,exp,65-74,to_inst,75.11160714,north,1,39.0,Moderate,Poor
85898,2019,conforming loan,sex not available,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,166500,4.875,1.1447,3686.5,324.0,no,no,no,198000.0,sb,primary residence,1u,7500.0,experian,861,exp,35-44,to_inst,84.09090909,south,0,41.0,High,Excellent
88472,2019,conforming loan,male,no pre-approval,commercial loan,business purpose,high creditworthy,no open credit,personal use,186500,3.0,-0.6302,2090.32,360.0,no,no,no,338000.0,sb,primary residence,1u,5820.0,experian,693,cib,65-74,to_inst,55.17751479,north,0,39.0,Low,Good
76420,2019,conforming loan,female,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,636500,3.625,0.0225,0.0,360.0,no,no,no,1558000.0,sb,primary residence,1u,6480.0,crif,564,cib,65-74,not_inst,40.85365854,south,0,41.0,Low,Poor
68028,2019,conforming loan,joint,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,316500,4.375,0.2875,0.0,360.0,no,no,no,578000.0,sb,ir,1u,22020.0,cibil,545,exp,35-44,not_inst,54.75778547,south,0,24.0,Low,Poor
105381,2019,conforming loan,joint,no pre-approval,home loan,home purchase,high creditworthy,no open credit,personal use,206500,3.99,0.3858,2555.5550000000003,360.0,no,no,no,418000.0,sb,primary residence,1u,5100.0,equifax,593,exp,25-34,to_inst,75.11160714,north,1,39.0,Moderate,Poor
154820,2019,conforming loan,female,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,486500,3.625,0.0379,0.0,360.0,yes,no,no,678000.0,sb,primary residence,1u,4980.0,experian,746,cib,55-64,not_inst,71.75516224,north,0,41.0,Moderate,Very Good
40340,2019,conforming loan,joint,no pre-approval,home loan,home purchase,high creditworthy,no open credit,personal use,626500,3.99,0.3858,2555.5550000000003,360.0,no,no,no,418000.0,sb,primary residence,1u,6840.0,equifax,703,exp,55-64,not_inst,75.11160714,north,1,39.0,Moderate,Very Good
69177,2019,conforming loan,sex not available,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,106500,4.75,1.1198,1775.0,360.0,no,yes,no,208000.0,sb,primary residence,1u,2400.0,experian,663,cib,55-64,to_inst,51.20192308,south,0,36.0,Low,Good
121501,2019,conforming loan,male,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,446500,3.125,-0.0595,1250.0,180.0,no,no,no,628000.0,sb,primary residence,1u,9720.0,experian,889,cib,45-54,to_inst,71.09872611,north,0,36.0,Moderate,Excellent
145535,2019,conforming loan,joint,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,296500,3.99,0.3858,2555.5550000000003,360.0,no,no,yes,418000.0,sb,primary residence,1u,3180.0,equifax,519,exp,55-64,to_inst,75.11160714,south,1,39.0,Moderate,Poor
59946,2019,conforming loan,joint,no pre-approval,home loan,home purchase,high creditworthy,no open credit,personal use,386500,4.875,1.4361,6759.38,360.0,no,no,no,518000.0,sb,ir,1u,11400.0,experian,793,exp,55-64,to_inst,74.61389961,north,0,21.0,Moderate,Excellent
26389,2019,conforming loan,female,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,236500,3.99,0.3858,2555.5550000000003,360.0,no,no,no,498000.0,sb,ir,1u,5460.0,cibil,868,cib,55-64,not_inst,47.48995984,central,1,57.0,Low,Excellent
134803,2019,conforming loan,sex not available,no pre-approval,home loan,home purchase,high creditworthy,no open credit,personal use,196500,4.625,0.5203,3938.19,360.0,no,no,no,208000.0,sb,primary residence,1u,3000.0,cibil,628,cib,35-44,to_inst,94.47115385,south,0,51.0,Very High,Fair
39857,2019,conforming loan,joint,no pre-approval,commercial loan,debt consolidation,high creditworthy,no open credit,personal use,446500,3.99,0.3858,2555.5550000000003,360.0,no,no,no,418000.0,sb,primary residence,1u,5280.0,equifax,856,exp,55-64,to_inst,75.11160714,north,1,39.0,Moderate,Excellent
31042,2019,conforming loan,female,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,376500,3.875,0.1642,163.57,360.0,no,no,no,628000.0,sb,primary residence,1u,4800.0,crif,737,cib,45-54,not_inst,59.9522293,north,0,36.0,Low,Very Good
54275,2019,conforming loan,female,no pre-approval,personal loan,business purpose,high creditworthy,no open credit,business use,396500,3.625,0.5628,0.0,360.0,no,no,no,868000.0,sb,primary residence,1u,5820.0,cibil,752,cib,55-64,not_inst,45.6797235,north,0,39.0,Low,Excellent
60721,2019,conforming loan,female,no pre-approval,home loan,debt consolidation,high creditworthy,no open credit,personal use,166500,3.875,0.5326,4729.7,360.0,no,yes,no,428000.0,sb,primary residence,1u,2460.0,cibil,894,cib,>74,to_inst,38.90186916,north,0,38.0,Low,Excellent
165210,2019,conforming loan,sex not available,pre-approved,personal loan,business purpose,high creditworthy,no open credit,business use,506500,3.625,0.7745,0.0,360.0,no,no,no,578000.0,sb,primary residence,1u,5820.0,experian,784,exp,25-34,to_inst,87.62975779,south,0,39.0,High,Excellent
156503,2019,conforming loan,male,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,406500,3.5,-0.0836,0.0,360.0,no,no,no,598000.0,sb,primary residence,1u,5940.0,experian,500,cib,35-44,not_inst,67.97658863,south,0,43.0,Moderate,Poor
48053,2019,conforming loan,joint,no pre-approval,home loan,home purchase,high creditworthy,no open credit,personal use,486500,3.875,0.1337,227.65,360.0,no,no,yes,568000.0,sb,primary residence,1u,7920.0,experian,805,exp,25-34,not_inst,85.65140845,north,0,31.0,High,Excellent
44820,2019,conforming loan,sex not available,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,346500,3.625,0.3588,8489.3,324.0,no,no,no,588000.0,sb,primary residence,1u,7200.0,cibil,843,cib,45-54,to_inst,58.92857143,south,0,24.0,Low,Excellent
149530,2019,conforming loan,male,no pre-approval,home loan,business purpose,high creditworthy,no open credit,personal use,466500,3.25,-0.5001,2231.96,360.0,no,no,no,808000.0,sb,primary residence,1u,10020.0,cibil,564,cib,45-54,not_inst,57.73514851,north,0,37.0,Low,Poor
